"GEO_NAME","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","C1_COUNT_TOTAL"
"L3L",398,"Non-official languages",335
"L3M",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",28245
"L3M",384,"English only",26430
"L3M",385,"French only",5
"L3M",386,"English and French",1695
"L3M",387,"Neither English nor French",110
"L3M",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",28245
"L3M",389,"English",27845
"L3M",390,"French",260
"L3M",391,"English and French",40
"L3M",392,"Neither English nor French",105
"L3M",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",28245
"L3M",394,"Single responses",27645
"L3M",395,"Official languages",23955
"L3M",396,"English",23675
"L3M",397,"French",275
"L3M",398,"Non-official languages",3690
"L3P",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",37135
"L3P",384,"English only",32330
"L3P",385,"French only",10
"L3P",386,"English and French",2420
"L3P",387,"Neither English nor French",2370
"L3P",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",37135
"L3P",389,"English",34255
"L3P",390,"French",310
"L3P",391,"English and French",210
"L3P",392,"Neither English nor French",2350
"L3P",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",37135
"L3P",394,"Single responses",35220
"L3P",395,"Official languages",19250
"L3P",396,"English",18965
"L3P",397,"French",285
"L3P",398,"Non-official languages",15960
"L3R",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",61725
"L3R",384,"English only",49455
"L3R",385,"French only",25
"L3R",386,"English and French",2660
"L3R",387,"Neither English nor French",9580
"L3R",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",61725
"L3R",389,"English",51530
"L3R",390,"French",325
"L3R",391,"English and French",400
"L3R",392,"Neither English nor French",9470
"L3R",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",61725
"L3R",394,"Single responses",57985
"L3R",395,"Official languages",17565
"L3R",396,"English",17275
"L3R",397,"French",290
"L3R",398,"Non-official languages",40420
"L3S",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",55405
"L3S",384,"English only",45795
"L3S",385,"French only",20
"L3S",386,"English and French",1975
"L3S",387,"Neither English nor French",7615
"L3S",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",55405
"L3S",389,"English",47415
"L3S",390,"French",150
"L3S",391,"English and French",315
"L3S",392,"Neither English nor French",7515
"L3S",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",55405
"L3S",394,"Single responses",50590
"L3S",395,"Official languages",15930
"L3S",396,"English",15815
"L3S",397,"French",115
"L3S",398,"Non-official languages",34660
"L3T",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",50255
"L3T",384,"English only",43750
"L3T",385,"French only",25
"L3T",386,"English and French",3640
"L3T",387,"Neither English nor French",2845
"L3T",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",50255
"L3T",389,"English",46570
"L3T",390,"French",330
"L3T",391,"English and French",555
"L3T",392,"Neither English nor French",2800
"L3T",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",50255
"L3T",394,"Single responses",47260
"L3T",395,"Official languages",18940
"L3T",396,"English",18630
"L3T",397,"French",305
"L3T",398,"Non-official languages",28320
"L3V",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",47820
"L3V",384,"English only",45445
"L3V",385,"French only",5
"L3V",386,"English and French",2245
"L3V",387,"Neither English nor French",130
"L3V",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",47820
"L3V",389,"English",47195
"L3V",390,"French",455
"L3V",391,"English and French",45
"L3V",392,"Neither English nor French",120
"L3V",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",47820
"L3V",394,"Single responses",47105
"L3V",395,"Official languages",44345
"L3V",396,"English",43840
"L3V",397,"French",505
"L3V",398,"Non-official languages",2755
"L3X",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",45280
"L3X",384,"English only",40095
"L3X",385,"French only",25
"L3X",386,"English and French",3420
"L3X",387,"Neither English nor French",1750
"L3X",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",45280
"L3X",389,"English",42705
"L3X",390,"French",450
"L3X",391,"English and French",410
"L3X",392,"Neither English nor French",1720
"L3X",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",45280
"L3X",394,"Single responses",43090
"L3X",395,"Official languages",25550
"L3X",396,"English",25130
"L3X",397,"French",415
"L3X",398,"Non-official languages",17540
"L3Y",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",42725
"L3Y",384,"English only",38880
"L3Y",385,"French only",15
"L3Y",386,"English and French",3100
"L3Y",387,"Neither English nor French",735
"L3Y",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",42725
"L3Y",389,"English",41355
"L3Y",390,"French",445
"L3Y",391,"English and French",215
"L3Y",392,"Neither English nor French",710
"L3Y",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",42725
"L3Y",394,"Single responses",41330
"L3Y",395,"Official languages",31965
"L3Y",396,"English",31505
"L3Y",397,"French",455
"L3Y",398,"Non-official languages",9375
"L3Z",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",40775
"L3Z",384,"English only",37565
"L3Z",385,"French only",25
"L3Z",386,"English and French",1930
"L3Z",387,"Neither English nor French",1255
"L3Z",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",40775
"L3Z",389,"English",38970
"L3Z",390,"French",355
"L3Z",391,"English and French",210
"L3Z",392,"Neither English nor French",1235
"L3Z",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",40775
"L3Z",394,"Single responses",38655
"L3Z",395,"Official languages",25155
"L3Z",396,"English",24815
"L3Z",397,"French",335
"L3Z",398,"Non-official languages",13500
"L4A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",50125
"L4A",384,"English only",44915
"L4A",385,"French only",15
"L4A",386,"English and French",3510
"L4A",387,"Neither English nor French",1685
"L4A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",50125
"L4A",389,"English",47795
"L4A",390,"French",385
"L4A",391,"English and French",295
"L4A",392,"Neither English nor French",1650
"L4A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",50125
"L4A",394,"Single responses",47350
"L4A",395,"Official languages",31310
"L4A",396,"English",30930
"L4A",397,"French",375
"L4A",398,"Non-official languages",16040
"L4B",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",35940
"L4B",384,"English only",30490
"L4B",385,"French only",15
"L4B",386,"English and French",2360
"L4B",387,"Neither English nor French",3075
"L4B",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",35940
"L4B",389,"English",32305
"L4B",390,"French",145
"L4B",391,"English and French",440
"L4B",392,"Neither English nor French",3045
"L4B",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",35940
"L4B",394,"Single responses",33615
"L4B",395,"Official languages",9370
"L4B",396,"English",9240
"L4B",397,"French",125
"L4B",398,"Non-official languages",24245
"L4C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",74205
"L4C",384,"English only",65080
"L4C",385,"French only",35
"L4C",386,"English and French",4940
"L4C",387,"Neither English nor French",4150
"L4C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",74205
"L4C",389,"English",68700
"L4C",390,"French",550
"L4C",391,"English and French",860
"L4C",392,"Neither English nor French",4100
"L4C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",74205
"L4C",394,"Single responses",69750
"L4C",395,"Official languages",28475
"L4C",396,"English",28045
"L4C",397,"French",425
"L4C",398,"Non-official languages",41275
"L4E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",54585
"L4E",384,"English only",47005
"L4E",385,"French only",30
"L4E",386,"English and French",4760
"L4E",387,"Neither English nor French",2795
"L4E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",54585
"L4E",389,"English",50725
"L4E",390,"French",390
"L4E",391,"English and French",730
"L4E",392,"Neither English nor French",2745
"L4E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",54585
"L4E",394,"Single responses",51015
"L4E",395,"Official languages",21130
"L4E",396,"English",20825
"L4E",397,"French",305
"L4E",398,"Non-official languages",29885
"L4G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",61720
"L4G",384,"English only",54105
"L4G",385,"French only",25
"L4G",386,"English and French",5410
"L4G",387,"Neither English nor French",2175
"L4G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",61720
"L4G",389,"English",58435
"L4G",390,"French",665
"L4G",391,"English and French",470
"L4G",392,"Neither English nor French",2150
"L4G",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",61720
"L4G",394,"Single responses",59105
"L4G",395,"Official languages",36915
"L4G",396,"English",36280
"L4G",397,"French",640
"L4G",398,"Non-official languages",22190
"L4H",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",77335
"L4H",384,"English only",70475
"L4H",385,"French only",30
"L4H",386,"English and French",3940
"L4H",387,"Neither English nor French",2890
"L4H",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",77335
"L4H",389,"English",73670
"L4H",390,"French",330
"L4H",391,"English and French",485
"L4H",392,"Neither English nor French",2855
"L4H",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",77335
"L4H",394,"Single responses",71695
"L4H",395,"Official languages",37795
"L4H",396,"English",37510
"L4H",397,"French",285
"L4H",398,"Non-official languages",33900
"L4J",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",75085
"L4J",384,"English only",66205
"L4J",385,"French only",35
"L4J",386,"English and French",6015
"L4J",387,"Neither English nor French",2830
"L4J",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",75085
"L4J",389,"English",70735
"L4J",390,"French",770
"L4J",391,"English and French",780
"L4J",392,"Neither English nor French",2795
"L4J",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",75085
"L4J",394,"Single responses",71265
"L4J",395,"Official languages",35490
"L4J",396,"English",34835
"L4J",397,"French",655
"L4J",398,"Non-official languages",35775
"L4K",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",20160
"L4K",384,"English only",18080
"L4K",385,"French only",20
"L4K",386,"English and French",1120
"L4K",387,"Neither English nor French",945
"L4K",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",20160
"L4K",389,"English",18910
"L4K",390,"French",150
"L4K",391,"English and French",180
"L4K",392,"Neither English nor French",920
"L4K",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",20160
"L4K",394,"Single responses",18780
"L4K",395,"Official languages",7690
"L4K",396,"English",7550
"L4K",397,"French",140
"L4K",398,"Non-official languages",11085
"L4L",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",55045
"L4L",384,"English only",49910
"L4L",385,"French only",15
"L4L",386,"English and French",2655
"L4L",387,"Neither English nor French",2465
"L4L",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",55045
"L4L",389,"English",52050
"L4L",390,"French",265
"L4L",391,"English and French",295
"L4L",392,"Neither English nor French",2435
"L4L",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",55045
"L4L",394,"Single responses",51710
"L4L",395,"Official languages",25160
"L4L",396,"English",24930
"L4L",397,"French",235
"L4L",398,"Non-official languages",26550
"L4M",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",46440
"L4M",384,"English only",43095
"L4M",385,"French only",20
"L4M",386,"English and French",2955
"L4M",387,"Neither English nor French",370
"L4M",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",46440
"L4M",389,"English",45230
"L4M",390,"French",755
"L4M",391,"English and French",100
"L4M",392,"Neither English nor French",355
"L4M",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",46440
"L4M",394,"Single responses",45190
"L4M",395,"Official languages",38555
"L4M",396,"English",37780
"L4M",397,"French",775
"L4M",398,"Non-official languages",6635
"L4N",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",99735
"L4N",384,"English only",92175
"L4N",385,"French only",55
"L4N",386,"English and French",6685
"L4N",387,"Neither English nor French",815
"L4N",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",99735
"L4N",389,"English",96900
"L4N",390,"French",1710
"L4N",391,"English and French",340
"L4N",392,"Neither English nor French",785
"L4N",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",99735
"L4N",394,"Single responses",97070
"L4N",395,"Official languages",83275
"L4N",396,"English",81555
"L4N",397,"French",1720
"L4N",398,"Non-official languages",13790
"L4P",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",29625
"L4P",384,"English only",27645
"L4P",385,"French only",5
"L4P",386,"English and French",1605
"L4P",387,"Neither English nor French",370
"L4P",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",29625
"L4P",389,"English",28950
"L4P",390,"French",235
"L4P",391,"English and French",80
"L4P",392,"Neither English nor French",355
"L4P",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",29625
"L4P",394,"Single responses",28885
"L4P",395,"Official languages",24910
"L4P",396,"English",24670
"L4P",397,"French",240
"L4P",398,"Non-official languages",3975
"L4R",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",19040
"L4R",384,"English only",17440
"L4R",385,"French only",10
"L4R",386,"English and French",1565
"L4R",387,"Neither English nor French",35
"L4R",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",19040
"L4R",389,"English",18460
"L4R",390,"French",520
"L4R",391,"English and French",25
"L4R",392,"Neither English nor French",30
"L4R",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",19040
"L4R",394,"Single responses",18735
"L4R",395,"Official languages",17610
"L4R",396,"English",16985
"L4R",397,"French",620
"L4R",398,"Non-official languages",1130
"L4S",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",36300
"L4S",384,"English only",30805
"L4S",385,"French only",10
"L4S",386,"English and French",2685
"L4S",387,"Neither English nor French",2800
"L4S",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",36300
"L4S",389,"English",32910
"L4S",390,"French",195
"L4S",391,"English and French",425
"L4S",392,"Neither English nor French",2765
"L4S",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",36300
"L4S",394,"Single responses",33715
"L4S",395,"Official languages",10050
"L4S",396,"English",9910
"L4S",397,"French",130
"L4S",398,"Non-official languages",23665
"L4T",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",38045
"L4T",384,"English only",34905
"L4T",385,"French only",30
"L4T",386,"English and French",1330
"L4T",387,"Neither English nor French",1780
"L4T",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",38045
"L4T",389,"English",35865
"L4T",390,"French",205
"L4T",391,"English and French",220
"L4T",392,"Neither English nor French",1755
"L4T",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",38045
"L4T",394,"Single responses",35065
"L4T",395,"Official languages",16280
"L4T",396,"English",16110
"L4T",397,"French",170
"L4T",398,"Non-official languages",18785
"L4V",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",
"L4V",384,"English only",
"L4V",385,"French only",
"L4V",386,"English and French",
"L4V",387,"Neither English nor French",
"L4V",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",
"L4V",389,"English",
"L4V",390,"French",
"L4V",391,"English and French",
"L4V",392,"Neither English nor French",
"L4V",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",
"L4V",394,"Single responses",
"L4V",395,"Official languages",
"L4V",396,"English",
"L4V",397,"French",
"L4V",398,"Non-official languages",
"L4W",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",19445
"L4W",384,"English only",17470
"L4W",385,"French only",10
"L4W",386,"English and French",1260
"L4W",387,"Neither English nor French",705
"L4W",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",19445
"L4W",389,"English",18380
"L4W",390,"French",165
"L4W",391,"English and French",205
"L4W",392,"Neither English nor French",695
"L4W",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",19445
"L4W",394,"Single responses",18355
"L4W",395,"Official languages",8580
"L4W",396,"English",8430
"L4W",397,"French",150
"L4W",398,"Non-official languages",9770
"L4X",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",18630
"L4X",384,"English only",16760
"L4X",385,"French only",10
"L4X",386,"English and French",1020
"L4X",387,"Neither English nor French",845
"L4X",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",18630
"L4X",389,"English",17440
"L4X",390,"French",185
"L4X",391,"English and French",190
"L4X",392,"Neither English nor French",820
"L4X",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",18630
"L4X",394,"Single responses",17220
"L4X",395,"Official languages",7555
"L4X",396,"English",7395
"L4X",397,"French",165
"L4X",398,"Non-official languages",9665
"L4Y",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",23405
"L4Y",384,"English only",20910
"L4Y",385,"French only",15
"L4Y",386,"English and French",1500
"L4Y",387,"Neither English nor French",975
"L4Y",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",23405
"L4Y",389,"English",21970
"L4Y",390,"French",250
"L4Y",391,"English and French",220
"L4Y",392,"Neither English nor French",955
"L4Y",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",23405
"L4Y",394,"Single responses",21965
"L4Y",395,"Official languages",11275
"L4Y",396,"English",11060
"L4Y",397,"French",215
"L4Y",398,"Non-official languages",10685
"L4Z",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",37050
"L4Z",384,"English only",33210
"L4Z",385,"French only",30
"L4Z",386,"English and French",2335
"L4Z",387,"Neither English nor French",1480
"L4Z",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",37050
"L4Z",389,"English",34900
"L4Z",390,"French",305
"L4Z",391,"English and French",395
"L4Z",392,"Neither English nor French",1455
"L4Z",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",37050
"L4Z",394,"Single responses",33570
"L4Z",395,"Official languages",14770
"L4Z",396,"English",14540
"L4Z",397,"French",230
"L4Z",398,"Non-official languages",18800
"L5A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",47200
"L5A",384,"English only",42455
"L5A",385,"French only",55
"L5A",386,"English and French",2615
"L5A",387,"Neither English nor French",2075
"L5A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",47200
"L5A",389,"English",44135
"L5A",390,"French",555
"L5A",391,"English and French",470
"L5A",392,"Neither English nor French",2040
"L5A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",47200
"L5A",394,"Single responses",43145
"L5A",395,"Official languages",19785
"L5A",396,"English",19345
"L5A",397,"French",440
"L5A",398,"Non-official languages",23360
"L5B",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",66890
"L5B",384,"English only",60260
"L5B",385,"French only",45
"L5B",386,"English and French",3600
"L5B",387,"Neither English nor French",2980
"L5B",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",66890
"L5B",389,"English",62800
"L5B",390,"French",585
"L5B",391,"English and French",585
"L5B",392,"Neither English nor French",2915
"L5B",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",66890
"L5B",394,"Single responses",59760
"L5B",395,"Official languages",23540
"L5B",396,"English",23120
"L5B",397,"French",420
"L5B",398,"Non-official languages",36220
"L5C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",29280
"L5C",384,"English only",26380
"L5C",385,"French only",35
"L5C",386,"English and French",1570
"L5C",387,"Neither English nor French",1295
"L5C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",29280
"L5C",389,"English",27470
"L5C",390,"French",275
"L5C",391,"English and French",265
"L5C",392,"Neither English nor French",1275
"L5C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",29280
"L5C",394,"Single responses",27160
"L5C",395,"Official languages",12950
"L5C",396,"English",12710
"L5C",397,"French",240
"L5C",398,"Non-official languages",14215
"L5E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",12970
"L5E",384,"English only",11730
"L5E",385,"French only",5
"L5E",386,"English and French",990
"L5E",387,"Neither English nor French",240
"L5E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",12970
"L5E",389,"English",12495
"L5E",390,"French",145
"L5E",391,"English and French",90
"L5E",392,"Neither English nor French",235
"L5E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",12970
"L5E",394,"Single responses",12345
"L5E",395,"Official languages",8245
"L5E",396,"English",8090
"L5E",397,"French",150
"L5E",398,"Non-official languages",4105
"L5G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",20700
"L5G",384,"English only",18445
"L5G",385,"French only",15
"L5G",386,"English and French",1865
"L5G",387,"Neither English nor French",380
"L5G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",20700
"L5G",389,"English",19910
"L5G",390,"French",290
"L5G",391,"English and French",135
"L5G",392,"Neither English nor French",375
"L5G",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",20700
"L5G",394,"Single responses",19720
"L5G",395,"Official languages",13835
"L5G",396,"English",13550
"L5G",397,"French",285
"L5G",398,"Non-official languages",5885
"L5H",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",17355
"L5H",384,"English only",15410
"L5H",385,"French only",5
"L5H",386,"English and French",1635
"L5H",387,"Neither English nor French",295
"L5H",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",17355
"L5H",389,"English",16745
"L5H",390,"French",220
"L5H",391,"English and French",100
"L5H",392,"Neither English nor French",290
"L5H",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",17355
"L5H",394,"Single responses",16510
"L5H",395,"Official languages",11405
"L5H",396,"English",11190
"L5H",397,"French",215
"L5H",398,"Non-official languages",5105
"L5J",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",27885
"L5J",384,"English only",24880
"L5J",385,"French only",20
"L5J",386,"English and French",2550
"L5J",387,"Neither English nor French",440
"L5J",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",27885
"L5J",389,"English",26845
"L5J",390,"French",395
"L5J",391,"English and French",215
"L5J",392,"Neither English nor French",425
"L5J",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",27885
"L5J",394,"Single responses",26420
"L5J",395,"Official languages",18115
"L5J",396,"English",17745
"L5J",397,"French",365
"L5J",398,"Non-official languages",8310
"L5K",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",13100
"L5K",384,"English only",11710
"L5K",385,"French only",25
"L5K",386,"English and French",1015
"L5K",387,"Neither English nor French",355
"L5K",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",13100
"L5K",389,"English",12440
"L5K",390,"French",220
"L5K",391,"English and French",100
"L5K",392,"Neither English nor French",335
"L5K",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",13100
"L5K",394,"Single responses",12235
"L5K",395,"Official languages",7325
"L5K",396,"English",7115
"L5K",397,"French",205
"L5K",398,"Non-official languages",4915
"L5L",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",43445
"L5L",384,"English only",38910
"L5L",385,"French only",20
"L5L",386,"English and French",3510
"L5L",387,"Neither English nor French",1010
"L5L",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",43445
"L5L",389,"English",41490
"L5L",390,"French",595
"L5L",391,"English and French",370
"L5L",392,"Neither English nor French",990
"L5L",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",43445
"L5L",394,"Single responses",40675
"L5L",395,"Official languages",24475
"L5L",396,"English",23955
"L5L",397,"French",520
"L5L",398,"Non-official languages",16200
"L5M",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",105845
"L5M",384,"English only",94205
"L5M",385,"French only",70
"L5M",386,"English and French",7985
"L5M",387,"Neither English nor French",3590
"L5M",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",105845
"L5M",389,"English",100150
"L5M",390,"French",915
"L5M",391,"English and French",1240
"L5M",392,"Neither English nor French",3540
"L5M",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",105845
"L5M",394,"Single responses",95030
"L5M",395,"Official languages",41525
"L5M",396,"English",40815
"L5M",397,"French",710
"L5M",398,"Non-official languages",53505
"L5N",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",83695
"L5N",384,"English only",75360
"L5N",385,"French only",90
"L5N",386,"English and French",6660
"L5N",387,"Neither English nor French",1580
"L5N",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",83695
"L5N",389,"English",80115
"L5N",390,"French",1225
"L5N",391,"English and French",815
"L5N",392,"Neither English nor French",1540
"L5N",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",83695
"L5N",394,"Single responses",76905
"L5N",395,"Official languages",46265
"L5N",396,"English",45220
"L5N",397,"French",1045
"L5N",398,"Non-official languages",30640
"L5R",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",36980
"L5R",384,"English only",33125
"L5R",385,"French only",25
"L5R",386,"English and French",2130
"L5R",387,"Neither English nor French",1710
"L5R",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",36980
"L5R",389,"English",34635
"L5R",390,"French",300
"L5R",391,"English and French",370
"L5R",392,"Neither English nor French",1675
"L5R",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",36980
"L5R",394,"Single responses",33530
"L5R",395,"Official languages",13860
"L5R",396,"English",13640
"L5R",397,"French",225
"L5R",398,"Non-official languages",19665
"L5S",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",
"L5S",384,"English only",
"L5S",385,"French only",
"L5S",386,"English and French",
"L5S",387,"Neither English nor French",
"L5S",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",
"L5S",389,"English",
"L5S",390,"French",
"L5S",391,"English and French",
"L5S",392,"Neither English nor French",
"L5S",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",
"L5S",394,"Single responses",
"L5S",395,"Official languages",
"L5S",396,"English",
"L5S",397,"French",
"L5S",398,"Non-official languages",
"L5T",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",
"L5T",384,"English only",
"L5T",385,"French only",
"L5T",386,"English and French",
"L5T",387,"Neither English nor French",
"L5T",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",
"L5T",389,"English",
"L5T",390,"French",
"L5T",391,"English and French",
"L5T",392,"Neither English nor French",
"L5T",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",
"L5T",394,"Single responses",
"L5T",395,"Official languages",
"L5T",396,"English",
"L5T",397,"French",
"L5T",398,"Non-official languages",
"L5V",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",48825
"L5V",384,"English only",43890
"L5V",385,"French only",25
"L5V",386,"English and French",2910
"L5V",387,"Neither English nor French",1995
"L5V",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",48825
"L5V",389,"English",45965
"L5V",390,"French",360
"L5V",391,"English and French",525
"L5V",392,"Neither English nor French",1980
"L5V",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",48825
"L5V",394,"Single responses",43855
"L5V",395,"Official languages",17610
"L5V",396,"English",17340
"L5V",397,"French",270
"L5V",398,"Non-official languages",26235
"L5W",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",24035
"L5W",384,"English only",21705
"L5W",385,"French only",10
"L5W",386,"English and French",1510
"L5W",387,"Neither English nor French",815
"L5W",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",24035
"L5W",389,"English",22835
"L5W",390,"French",195
"L5W",391,"English and French",205
"L5W",392,"Neither English nor French",800
"L5W",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",24035
"L5W",394,"Single responses",21425
"L5W",395,"Official languages",9370
"L5W",396,"English",9220
"L5W",397,"French",145
